those are checkers , DET VERB NOUN
here is number eight over here , ADV VERB NOUN NUM ADP ADV
red counter one green counters eight , ADJ NOUN NUM ADJ NOUN NUM
it is somebody you know i think , PRON VERB NOUN PRON VERB PRON VERB
you give him two of yours , PRON VERB PRON NUM ADP PRON
fill it in , VERB PRON ADP
not really he is just trying to use me for a ladder , ADV ADV PRON VERB ADV VERB PRT VERB PRON ADP DET NOUN
i almost sat on paul he moves so quickly , PRON ADV VERB ADP NOUN PRON VERB ADV ADV
look at this adam , VERB ADP DET NOUN
fill it in , VERB PRON ADP
because it is so big , ADP PRON VERB ADV ADJ
i think he is getting some molars , PRON VERB PRON VERB VERB DET NOUN
i like this , PRON ADP DET
i do not know , PRON VERB ADV VERB
do not put your tongue out like a snake , VERB ADV VERB DET NOUN PRT ADP DET NOUN
with your pencil , ADP DET NOUN
i do not think you need your train , PRON VERB ADV VERB PRON VERB DET NOUN
playing with your bunny , VERB ADP DET NOUN
that is a funny one , PRON VERB DET ADJ NUM
you are not big enough to play the game adam says , PRON VERB ADV ADJ ADJ PRT VERB DET NOUN NOUN VERB
you have got that train , PRON VERB VERB DET NOUN
careful adam do not get on his fingers , ADJ NOUN VERB ADV VERB ADP DET NOUN
he does not have one yet , PRON VERB ADV VERB NUM ADV
let it rest on your head like that , VERB PRON VERB ADP DET NOUN ADP DET
look at it again , VERB ADP PRON ADV
like a water moving machine , ADP DET NOUN VERB NOUN
i do not think that is sixty four , PRON VERB ADV VERB PRON VERB NUM NUM
that is only two wheels , PRON VERB ADV NUM NOUN
now we are all finished , ADV PRON VERB PRT VERB
xxx broken finger , NOUN VERB NOUN
one two three , NUM NUM NUM
we have_to ask permission first , PRON ADV VERB NOUN ADV
your shirt and pants do not meet , DET NOUN CONJ NOUN VERB ADV VERB
you do it by yourself this time , PRON VERB PRON ADP PRON DET NOUN
now you blow through the hole , ADV PRON VERB ADP DET NOUN
some little screws in , DET ADJ NOUN ADP
they wo not fit either , PRON VERB ADV VERB CONJ
dirty dirty fingers , ADJ ADJ NOUN
i am sorry , PRON VERB ADJ
maybe we need a new page , ADV PRON VERB DET ADJ NOUN
i was just happy because you were doing such a good job , PRON VERB ADV ADJ ADP PRON VERB VERB PRT DET ADJ NOUN
in the binoculars , ADP DET NOUN
he does not want to throw , PRON VERB ADV VERB PRT VERB
she is handing you something , PRON VERB VERB PRON NOUN
you said it was an a upsidedown , PRON VERB PRON VERB DET DET NOUN
i will throw it for him , PRON VERB VERB PRON ADP PRON
you may break the crayons dear , PRON VERB VERB DET NOUN ADJ
i do not really know that they are screws , PRON VERB ADV ADV VERB ADP PRON VERB NOUN
i do not know , PRON VERB ADV VERB
that is the way he fights , PRON VERB DET NOUN PRON VERB
however it is put together , ADV PRON VERB VERB ADV
just put your mouth on there a little , ADV VERB DET NOUN ADP PRT DET ADJ
that is the way he has_to get his food , PRON VERB DET NOUN PRON ADV VERB DET NOUN
i do not think you need to take it apart , PRON VERB ADV VERB PRON VERB PRT VERB PRON ADV
do not cover the hole , VERB ADV VERB DET NOUN
one more we need , NUM ADV PRON VERB
do not do that adam , VERB ADV VERB DET NOUN
so_that he wo not forget , DET PRON VERB ADV VERB
if he is in a cage , ADP PRON VERB ADP DET NOUN
he said a toaster , PRON VERB DET NOUN
it was a v , PRON VERB DET NOUN
you can make designs with them , PRON VERB VERB NOUN ADP PRON
i do not think they will go in there , PRON VERB ADV VERB PRON VERB VERB ADP PRT
because it might run over some of the animals , ADP PRON VERB VERB ADP DET ADP DET NOUN
perhaps his mother bought them for him , ADV DET NOUN VERB PRON ADP PRON
there are so many , PRT VERB ADV ADJ
there it is , ADV PRON VERB
let him look honey , VERB PRON VERB NOUN
here it is , ADV PRON VERB
adam you are silly , NOUN PRON VERB ADV
there is h , PRT VERB NOUN
it might hurt the animals because the tractor so big , PRON VERB VERB DET NOUN ADP DET NOUN ADV ADJ
up here on your dresser , PRT ADV ADP DET NOUN
he thinks he is grown a little , PRON VERB PRON VERB VERB DET ADJ
there is an h , PRT VERB DET NOUN
adam was going to bed and he saw it , NOUN VERB VERB ADP NOUN CONJ PRON VERB PRON
i need a new one , PRON VERB DET ADJ NUM
blow very gently , VERB ADV ADV
i was just doing this , PRON VERB ADV VERB DET
i will wipe it off , PRON VERB VERB PRON PRT
you almost did , PRON ADV VERB
look at that little boy in the mirror crying , VERB ADP DET ADJ NOUN ADP DET NOUN VERB
because they are just babies , ADP PRON VERB ADV NOUN
this one does not look like all the others , DET NOUN VERB ADV VERB ADP PRT DET NOUN
a little one , DET ADJ NUM
it would not fit me , PRON VERB ADV VERB PRON
just like me , ADV ADP PRON
i usually sit there , PRON ADV VERB PRT
i am a little too big , PRON VERB DET ADJ ADV ADJ
come away paul , VERB ADV NOUN
looking at the little boy , VERB ADP DET ADJ NOUN
a real bird , DET ADJ NOUN
it looks the same , PRON VERB DET ADJ
let us do number nine , VERB PRON VERB NOUN NUM
put it back up there , VERB PRON ADV PRT PRT
take it off , VERB PRON PRT
you can put them in all different directions , PRON VERB VERB PRON ADP PRT ADJ NOUN
if you blow gently i think you will get more , ADP PRON VERB ADV PRON VERB PRON VERB VERB ADV
i see it , PRON VERB PRON
careful do not put those letters under there honey , ADJ VERB ADV VERB DET NOUN ADP PRT NOUN
you may break that , PRON VERB VERB PRON
hold it down with one hand and pull it with the other , VERB PRON PRT ADP NUM NOUN CONJ VERB PRON ADP DET ADJ
always squeeze from the bottom , ADV VERB ADP DET NOUN
do not put it in your mouth , VERB ADV VERB PRON ADP DET NOUN
put it up on the dresser , VERB PRON PRT ADP DET NOUN
your mother did , DET NOUN VERB
in the mirror , ADP DET NOUN
paul is playing with the trailer because you had the barn , NOUN VERB VERB ADP DET NOUN ADP PRON VERB DET NOUN
you do not need to throw your arms up to blow , PRON VERB ADV VERB PRT VERB DET NOUN PRT PRT VERB
it is a part of the police car , PRON VERB DET NOUN ADP DET NOUN NOUN
i think they say the face , PRON VERB PRON VERB DET NOUN
it is a movie camera , PRON VERB DET NOUN NOUN
i suppose that could be here , PRON VERB PRON VERB VERB ADV
i need three quarts , PRON VERB NUM NOUN
you did not miss , PRON VERB ADV VERB
a movie camera , DET NOUN NOUN
shake all your keys inside and then just push down the snap , VERB PRT DET NOUN ADV CONJ ADV ADV VERB PRT DET NOUN
it is a nice kitchen , PRON VERB DET ADJ NOUN
mine had a hole in it , PRON VERB DET NOUN ADP PRON
i do not know , PRON VERB ADV VERB
paul he is looking out the window , NOUN PRON VERB VERB ADP DET NOUN
i do not know , PRON VERB ADV VERB
i did not see you , PRON VERB ADV VERB PRON
remember in your book , VERB ADP DET NOUN
that is enough being silly , PRON VERB ADV VERB ADV
sometimes they catch them and eat them , ADV PRON VERB PRON CONJ VERB PRON
this way it is not , DET NOUN PRON VERB ADV
that is not three , PRON VERB ADV NUM
i think it is chinese , PRON VERB PRON VERB ADJ
i may look at them in the kitchen , PRON VERB VERB ADP PRON ADP DET NOUN
i should think you could find a parking space almost any place , PRON VERB VERB PRON VERB VERB DET VERB NOUN ADV DET NOUN
that was an accident , PRON VERB DET NOUN
to the door , ADP DET NOUN
if you want to , ADP PRON VERB PRT
he was talking about president kennedy , PRON VERB VERB ADP NOUN NOUN
you will have_to grow a little , PRON VERB NOUN VERB DET ADJ
here is some more , ADV VERB DET ADJ
i need another milk thank_you , PRON VERB DET NOUN PRON
story about george washington , NOUN ADP NOUN NOUN
put it on , VERB PRON ADP
more rubber bands there , ADJ NOUN NOUN PRT
here is a little hole , ADV VERB DET ADJ NOUN
whoever read that story to you , PRON VERB DET NOUN ADP PRON
i am finished with this one , PRON VERB VERB ADP DET NUM
because we could not find the key to fit it , ADP PRON VERB ADV VERB DET NOUN PRT VERB PRON
let me find a mirror so you can look at yourself , VERB PRON VERB DET NOUN ADP PRON VERB VERB ADP PRON
you are getting open the whole thing , PRON VERB VERB VERB DET ADJ NOUN
m is here , PRT VERB ADV
i see something on that picture though , PRON VERB NOUN ADP DET NOUN ADP
you call it an egg beater , PRON VERB PRON DET NOUN NOUN
you fill that in , PRON VERB ADP ADP
blow it up in the air , VERB PRON PRT ADP DET NOUN
you should not have hurt your little hand , PRON VERB ADV VERB VERB DET ADJ NOUN
he can see , PRON VERB VERB
do not put it in your mouth honey , VERB ADV VERB PRON ADP DET NOUN NOUN
adam i hear something over here talking in your farm yard , NOUN PRON VERB NOUN PRT ADV VERB ADP DET NOUN NOUN
keep your finger down , VERB DET NOUN PRT
you had like to give adam one , PRON VERB ADP PRT VERB NOUN NUM
let us have a t , VERB PRON VERB DET NOUN
it is medicine , PRON VERB NOUN
you can do this part , PRON VERB VERB DET NOUN
quack quack quack quack quack , ADJ NOUN NOUN NOUN NOUN
you do not have_to stretch them very far , PRON VERB ADV ADV VERB PRON ADV ADV
she is going to fall in the water , PRON VERB VERB PRT VERB ADP DET NOUN
let us have a race , VERB PRON VERB DET NOUN
because it was so pretty , ADP PRON VERB ADV ADJ
i do not know , PRON VERB ADV VERB
turn it the other way , VERB PRON DET ADJ NOUN
do not put it in your mouth honey , VERB ADV VERB PRON ADP DET NOUN NOUN
just a minute , ADV DET NOUN
quack quack quack quack quack quack , ADJ NOUN NOUN NOUN NOUN NOUN
i do not think so , PRON VERB ADV VERB ADV
you saw some at the circus , PRON VERB DET ADP DET NOUN
yesterday he said something that sounded like tallahassee , NOUN PRON VERB NOUN PRON VERB ADP NOUN
i will get it started , PRON VERB VERB PRON VERB
i think he makes up his own newscasts , PRON VERB PRON VERB PRT DET ADJ NOUN
designs are different shapes of things , NOUN VERB ADJ NOUN ADP NOUN
they are having a picnic , PRON VERB VERB DET NOUN
quack quack quack quack quack quack , ADJ NOUN NOUN NOUN NOUN NOUN
we had a halloween party , PRON VERB DET ADJ NOUN
mine did too , PRON VERB ADV
it does not taste good does it , PRON VERB ADV ADJ NOUN VERB PRON
mine did not , PRON VERB ADV
i do not have any , PRON VERB ADV VERB DET
wait my finger caught , VERB DET NOUN VERB
there were two other ones , PRT VERB NUM ADJ NOUN
not on there , ADV ADP PRT
i hear something saying gobble gobble gobble gobble gobble gobble gobble , PRON VERB NOUN VERB ADJ ADJ ADJ ADJ ADJ ADJ ADJ
must be broken , VERB VERB VERB
paul sees that one , NOUN VERB ADP NUM
that is ursula , PRON VERB NOUN
it is a cough drop , PRON VERB DET ADJ NOUN
so two people can play , ADV NUM NOUN VERB VERB
you said this was mine , PRON VERB DET VERB PRON
must be broken because they fell from the truck , VERB VERB VERB ADP PRON VERB ADP DET NOUN
your horse is for riding adam , DET NOUN VERB ADP VERB NOUN
david had just the same , NOUN VERB ADV DET ADJ
two motor boats , NUM NOUN NOUN
blow gently adam , VERB ADV NOUN
gobble gobble gobble gobble , ADJ ADJ ADJ ADJ
that is very good tea , PRON VERB ADV ADJ NOUN
it is all_gone , PRON VERB NOUN
after the seals leave i am sorry , ADP DET NOUN VERB PRON VERB ADJ
that is so you can put it in your pocket , PRON VERB ADP PRON VERB VERB PRON ADP DET NOUN
it is a microscope , PRON VERB DET NOUN
open the whole thing , VERB DET ADJ NOUN
a genie back , DET NOUN ADV
let us see , VERB PRON VERB
i need that though , PRON VERB ADP ADP
i do not think he will let me , PRON VERB ADV VERB PRON VERB VERB PRON
i had so much , PRON VERB ADV ADJ
you help me , PRON VERB PRON
hiss hiss hiss , VERB NOUN NOUN
i need to write , PRON VERB PRT VERB
mine is so much larger than yours , PRON VERB ADV ADV ADJ ADP PRON
thank_you very much , PRON ADV ADJ
do not break it anymore dear , VERB ADV VERB PRON ADV ADJ
maybe it is in the bag , ADV PRON VERB ADP DET NOUN
here is one over here , ADV VERB NUM ADP ADV
i do not think she really walks , PRON VERB ADV VERB PRON ADV VERB
we bug just bug , PRON VERB ADV ADJ
i can not see , PRON VERB ADV VERB
i do not close it properly i guess , PRON VERB ADV ADV PRON ADV PRON VERB
put them around here , VERB PRON ADV ADV
the part that comes out_of the blower , DET NOUN PRON VERB ADP DET NOUN
you just have_to get the paper off , PRON ADV ADV VERB DET NOUN PRT
a design does not have_to be something , DET NOUN VERB ADV ADV VERB NOUN
look at his feet , VERB ADP DET NOUN
it can just be a shape that you think is pretty , PRON VERB ADV VERB DET NOUN ADP PRON VERB VERB ADV
you just heard it , PRON ADV VERB PRON
that was the cat , PRON VERB DET NOUN
whales are far far out , NOUN VERB ADV ADV PRT
do not put that so far , VERB ADV VERB PRON ADV ADV
so his feet wo not get cold , ADP DET NOUN ADV ADV VERB ADJ
you are getting it , PRON VERB VERB PRON
oink oink oink oink , VERB VERB VERB VERB
i do not think those sound do t , PRON VERB ADV VERB DET NOUN VERB NOUN
you will be on the cord , PRON VERB VERB ADP DET NOUN
i think paul put one on , PRON VERB NOUN VERB NUM ADP
you can use that ball for bowling , PRON VERB NOUN ADP NOUN ADP VERB
i do not know , PRON VERB ADV VERB
you put water in there , PRON VERB NOUN ADP PRT
adam i think mommy broke the dolly , NOUN PRON VERB NOUN VERB DET ADV
you say that is six o'clock , PRON VERB PRON VERB NUM ADV
i like a nice clean backyard , PRON ADP DET ADJ ADJ NOUN
because that is a nice place to go , ADP PRON VERB DET ADJ NOUN PRT VERB
broke the leg off , VERB DET NOUN PRT
he wants to play with you adam , PRON VERB PRT VERB ADP PRON NOUN
i put glue on them , PRON VERB NOUN ADP PRON
they are for you , PRON VERB ADP PRON
lift it up a little while you are pulling , VERB PRON PRT DET ADJ ADP PRON VERB VERB
that is the nipple and other is the cover , PRON VERB DET NOUN CONJ ADJ VERB DET NOUN
one day we will get some and make them , NUM NOUN PRON VERB VERB DET CONJ VERB PRON
he just had a nap , PRON ADV VERB DET NOUN
that looks like a piece of rug to me , DET NOUN ADP DET NOUN ADP NOUN ADP PRON
you know like the one dr sherry gave you , PRON VERB ADP DET NUM NOUN NOUN VERB PRON
i am sure it must be on , PRON VERB ADJ PRON VERB VERB PRT
those are all the same colors , DET VERB PRT DET ADJ NOUN
maybe it gets stuck on the end , ADV PRON VERB VERB ADP DET NOUN
that will too , PRON VERB ADV
he will put it in his mouth , PRON VERB VERB PRON ADP DET NOUN
that is a rubber band , PRON VERB DET NOUN NOUN
put them in the dairy , VERB PRON ADP DET NOUN
that is five minutes after five , PRON VERB NUM NOUN ADP NUM
we were doing a train track and then you stopped , PRON VERB VERB DET NOUN NOUN CONJ ADV PRON VERB
careful you will put a hole in it , ADJ PRON VERB VERB DET NOUN ADP PRON
because that is for a doll , ADP PRON VERB ADP DET NOUN
do not kick it too hard , VERB ADV VERB PRON ADV ADJ
maybe that shoelace is not very good adam , ADV ADP NOUN VERB ADV ADV ADJ NOUN
there is a little left , PRT VERB DET ADJ NOUN
i do not see a volkswagen , PRON VERB ADV VERB DET NOUN
he is just a little baby , PRON VERB ADV DET ADJ NOUN
that would make a nice hat , PRON VERB VERB DET ADJ NOUN
you do have a camera , PRON VERB VERB DET NOUN
you might break something , PRON VERB VERB NOUN
she can not hear your head shake , PRON VERB ADV VERB DET NOUN VERB
that is a microscope , PRON VERB DET NOUN
that is very good , PRON VERB ADV ADJ
if you say so , ADP PRON VERB ADV
i do not think you can get it in your pocket , PRON VERB ADV VERB PRON VERB VERB PRON ADP DET NOUN
under your rolling pin , ADP DET VERB NOUN
i thought this was a station wagon , PRON VERB DET VERB DET NOUN NOUN
it is a microscope , PRON VERB DET NOUN
you put it together , PRON VERB PRON ADV
you have_to put it back in the bag , PRON ADV VERB PRON ADV ADP DET NOUN
i will make one if you like , PRON VERB VERB NUM ADP PRON VERB
let us see , VERB PRON VERB
because he went up so high , ADP PRON VERB PRT ADV ADJ
he did not play with anything this morning , PRON VERB ADV VERB ADP NOUN DET NOUN
perhaps they leave the blinking light on too i do not know , ADV PRON VERB DET VERB NOUN ADP ADV PRON VERB ADV VERB
he went to sleep this morning , PRON VERB PRT VERB DET NOUN
because he likes to , ADP PRON VERB PRT
i think this is a cake knife , PRON VERB DET VERB DET NOUN NOUN
look through that little hole in the microscope , VERB ADP DET ADJ NOUN ADP DET NOUN
he is just bouncing a little on the seesaw , PRON VERB ADV VERB DET ADJ ADP DET NOUN
now you will have_to pick them up , ADV PRON VERB NOUN VERB PRON PRT
because that is fun , ADP PRON VERB NOUN
these are germs , DET VERB NOUN
it is a recorder , PRON VERB DET NOUN
he was playing with the cow , PRON VERB VERB ADP DET NOUN
do not catch cold , VERB ADV VERB ADJ
dirty water germs , ADJ NOUN NOUN
a water fountain , DET NOUN NOUN
these are germs from dirty hands , DET VERB NOUN ADP ADJ NOUN
there it is , ADV PRON VERB
t is for toast and tea , PRT VERB ADP NOUN CONJ NOUN
this is not a knife , DET VERB ADV DET NOUN
do not xxx , VERB ADV NOUN
playing the banjo , VERB DET NOUN
i put them up last time , PRON VERB PRON PRT ADJ NOUN
it is a fork , PRON VERB DET NOUN
these are fingernail germs , DET VERB NOUN NOUN
he can play two , PRON VERB VERB NUM
this is a real microscope , DET VERB DET ADJ NOUN
those are germs from dirty faces , DET VERB NOUN ADP ADJ NOUN
