those are checkers , DET AUX NOUN
there is one in there under your bed , PRON AUX NUM ADP ADV ADP PRON NOUN
the box is on his arm , DET NOUN AUX ADP PRON NOUN
and some hamburger , CCONJ DET NOUN
you go this way , PRON VERB DET NOUN
because his name is Willy and he creeps , SCONJ PRON NOUN AUX PROPN CCONJ PRON VERB
because it is closer , SCONJ PRON AUX ADJ
z is for zither and zebra , X AUX ADP NOUN CCONJ NOUN
you let the whole model go , PRON VERB DET ADJ NOUN VERB
I see more than four , PRON VERB ADJ SCONJ NUM
I thought that was the store over near the window , PRON VERB DET AUX DET NOUN ADP SCONJ DET NOUN
you give it a name , PRON VERB PRON DET NOUN
yours went under the play pen , PRON VERB ADP DET NOUN NOUN
we have finished , PRON AUX VERB
wait boys do not tear the book , VERB NOUN AUX PART VERB DET NOUN
she is a little girl , PRON AUX DET ADJ NOUN
I will put yours up and you put mine up , PRON AUX VERB PRON ADP CCONJ PRON VERB PRON ADP
you did not do very many , PRON AUX PART VERB ADV ADJ
I do not see any peanut , PRON AUX PART VERB DET NOUN
you pull this back , PRON VERB DET ADV
hello hello Paul , INTJ INTJ PROPN
you let it go after you get it all the way out , PRON VERB PRON VERB ADP PRON VERB PRON DET DET NOUN ADV
it does not stay , PRON AUX PART VERB
you dropped xxx , PRON VERB NOUN
you dropped them , PRON VERB PRON
here are two , ADV AUX NUM
he does not want a little piece , PRON AUX PART VERB DET ADJ NOUN
I see another one , PRON VERB DET NOUN
this is my refrigerator , DET AUX PRON NOUN
I will try , PRON AUX VERB
maybe it ran away , ADV PRON VERB ADV
now come over here with it Adam , ADV VERB ADP ADV ADP PRON PROPN
the milk broke too , DET NOUN VERB ADV
over near your roller , ADV SCONJ PRON NOUN
not in your mouth , PART ADP PRON NOUN
you go first , PRON VERB ADV
it is called a t+square , PRON AUX VERB DET NOUN
I do not know , PRON AUX PART VERB
I am going to tell you , PRON AUX VERB PART VERB PRON
listen to his back , VERB ADP PRON NOUN
I had like brown , PRON AUX INTJ ADJ
you almost did it , PRON ADV VERB PRON
you can look , PRON AUX VERB
I do h , PRON AUX X
this is Rocky , DET AUX PROPN
just an accident , ADV DET NOUN
it is not a ball , PRON AUX PART DET NOUN
a dog cake , DET NOUN NOUN
Adam let me put it in so it is straight , PROPN VERB PRON VERB PRON ADP SCONJ PRON VERB ADJ
Paul would like red , PROPN AUX VERB ADJ
see it goes in so_that these teeth fit around this part , VERB PRON VERB ADP NOUN DET NOUN VERB ADP DET NOUN
that might swing off , DET AUX VERB ADP
I have never had any dog cake , PRON AUX ADV VERB DET NOUN NOUN
I think that is nice that you are not crying , PRON VERB DET AUX ADJ SCONJ PRON AUX PART VERB
on roller skates , ADP NOUN NOUN
now let go , ADV VERB VERB
somebody named Linda , PRON VERB PROPN
he is working with his father , PRON AUX VERB ADP PRON NOUN
somebody named Linda , PRON VERB PROPN
that is very pretty , DET AUX ADV ADV
you are going to do it , PRON AUX VERB PART VERB PRON
he is making something , PRON AUX VERB PRON
a big fish , DET ADJ NOUN
a dog cake must be a cake for a dog , DET NOUN NOUN AUX VERB DET NOUN ADP DET NOUN
I was thinking of a funny story , PRON AUX VERB ADP DET ADJ NOUN
doubly doubly with gum , ADV ADV ADP NOUN
he was supposed to be setting the table , PRON AUX VERB PART AUX VERB DET NOUN
I think it is on the other page on the back , PRON VERB PRON AUX ADP DET ADJ NOUN ADP DET NOUN
you forget dose dollies , PRON VERB VERB NOUN
mine says p a u l , NOUN VERB DET DET NOUN NOUN
now hold on to the handle and pull hard , ADV VERB ADP ADP DET NOUN CCONJ VERB ADV
double your pleasure , ADJ PRON NOUN
look at the things you can make , VERB ADP DET NOUN PRON AUX VERB
me said t v e i l , PRON VERB NOUN ADP NOUN ADP X
that is a small fish , DET AUX DET ADJ NOUN
you do it , PRON VERB PRON
hold back a little further , VERB ADP DET ADJ ADJ
p u i m o , DET NOUN PRON VERB PUNCT
some for my little baby and Ursula , DET ADP PRON ADJ NOUN CCONJ PROPN
this is Paul name , DET AUX PROPN NOUN
you saw that on tv , PRON VERB SCONJ ADP NOUN
I saw something through here , PRON VERB PRON ADP ADV
I guess not , PRON VERB PART
it is so small I can not even see it , PRON AUX ADV ADJ PRON AUX PART ADV VERB PRON
now you hold it still , ADV PRON VERB PRON ADV
that is Paul name , DET AUX PROPN NOUN
we had to use the pliers , PRON VERB PART VERB DET NOUN
he is giving them names , PRON AUX VERB PRON NOUN
that is a boy , DET AUX DET NOUN
I looked in there , PRON VERB ADV ADV
it came from the box I think , PRON VERB ADP DET NOUN PRON VERB
you have_to have wood , PRON PROPN VERB NOUN
it is a poodle , PRON AUX DET NOUN
that is not a letter that is a sign for dividing , DET AUX PART DET NOUN DET VERB DET NOUN ADP VERB
only it did not have a mask over his eyes , ADV PRON AUX PART VERB DET NOUN ADP PRON NOUN
d a l e , X DET NOUN NOUN
here are some signs for the office , ADV AUX DET NOUN ADP DET NOUN
it works like a puppet Adam , PRON VERB ADP DET NOUN PROPN
that is your name , DET AUX PRON NOUN
that is not a hammer , DET AUX PART DET NOUN
those are nice Adam , DET AUX ADJ PROPN
you do it like that round the edges , PRON VERB PRON ADP DET VERB DET NOUN
for your office , ADP PRON NOUN
you put your hand in it , PRON VERB PRON NOUN ADP PRON
look Adam these puppets are waiting for something to eat , VERB PROPN DET NOUN AUX VERB ADP PRON PART VERB
I am sure you did , PRON AUX ADJ PRON VERB
this is shaving cream , DET AUX NOUN NOUN
that is not a tiger , DET AUX PART DET NOUN
I thought you wanted her to read you a story , PRON VERB PRON VERB PRON PART VERB PRON DET NOUN
you only did one side , PRON ADV VERB NUM NOUN
they are waiting for something for lunch , PRON AUX VERB ADP PRON ADP NOUN
he kicked his sock off , PRON VERB PRON NOUN ADP
there is one over there , PRON AUX NUM ADV ADV
see you hold it down like this , VERB PRON VERB PRON ADP ADP DET
let us play it , VERB PRON VERB PRON
I think that might be something of Daddy , PRON VERB DET AUX VERB PRON ADP NOUN
I do not think that is a car , PRON AUX PART VERB DET AUX DET NOUN
like a police whistle , ADP DET NOUN NOUN
you are going to divide things with him , PRON AUX VERB PART VERB NOUN ADP PRON
he just does not like socks , PRON ADV AUX PART VERB NOUN
that is Ursula glove , DET AUX PROPN NOUN
I do not see a mirror there , PRON AUX PART VERB DET NOUN ADV
an animal doctor , DET NOUN NOUN
for making small things , ADP VERB ADJ NOUN
I think you do , PRON VERB PRON VERB
you do not think that is a truck , PRON AUX PART VERB DET AUX DET NOUN
I do not usually keep soup in my refrigerator , PRON AUX PART ADV VERB NOUN ADP PRON NOUN
that does not look like a banana , DET AUX PART VERB ADP DET NOUN
this is another word Adam , DET AUX DET NOUN PROPN
Adam do not throw sticks , PROPN AUX PART VERB NOUN
that tastes so good , DET VERB ADV ADJ
do not break it dear , AUX PART VERB PRON ADJ
I keep it in the cabinet , PRON VERB PRON ADP DET NOUN
at the pet shop , ADP DET ADJ NOUN
that is h e he , DET AUX PROPN NOUN PRON
this really goes under here , DET ADV VERB ADP ADV
and then it has three lines , CCONJ ADV PRON VERB NUM NOUN
here is another word , ADV AUX DET NOUN
you have_to wrap it around first , PRON PROPN VERB PRON ADV ADV
we have enough fish for supper , PRON VERB ADJ NOUN ADP NOUN
you put it on there and you look through the hole , PRON VERB PRON ADP ADV CCONJ PRON VERB ADP DET NOUN
I think it might be something that flies in the air , PRON VERB PRON AUX VERB PRON DET VERB ADP DET NOUN
you always begin with number one , PRON ADV VERB ADP NOUN NUM
I am very sleepy , PRON AUX ADV ADJ
I just want to sit by the fire , PRON ADV VERB PART VERB ADP DET NOUN
here is another word Adam look , ADV AUX DET NOUN PROPN VERB
they are all out in the field , PRON AUX DET ADV ADP DET NOUN
that is all you need a pair of scissors , DET AUX DET PRON VERB DET NOUN ADP NOUN
and gave it to Bobo to eat , CCONJ VERB PRON ADP PROPN PART VERB
to my children , ADP PRON NOUN
I do not think it is an airplane , PRON AUX PART VERB PRON AUX DET NOUN
Paul you come over and play with this , PROPN PRON VERB ADP CCONJ VERB ADP DET
I wonder too , PRON VERB ADV
go over and under , VERB ADV CCONJ ADP
look an e looks like that , VERB DET NOUN VERB ADP DET
that is the way they are made , DET AUX DET NOUN PRON AUX VERB
that is for big boys Adam said , DET AUX ADP ADJ NOUN PROPN VERB
I will let you use this , PRON AUX VERB PRON VERB DET
you do not know , PRON AUX PART VERB
let us take the ones out first , VERB PRON VERB DET NOUN ADV ADV
there is a truck stuck , PRON AUX DET NOUN VERB
there is a yellow one and a blue one , PRON AUX DET ADJ NOUN CCONJ DET ADJ NOUN
I have it , PRON VERB PRON
something in cages , PRON ADP NOUN
these are the germs from dirty hands down here , DET AUX DET NOUN ADP ADJ NOUN ADV ADV
it is two pieces , PRON AUX NUM NOUN
do not do that , AUX PART VERB DET
I am going touch you xxx , PRON AUX VERB VERB PRON ADV
Paul you are just so helpful , PROPN PRON AUX ADV ADV ADJ
it does not have any wings , PRON AUX PART VERB DET NOUN
there is a red one too , PRON AUX DET ADJ NOUN ADV
Adam do not throw the stick now , PROPN AUX PART VERB DET NOUN ADV
that hurts Paul , DET VERB PROPN
I think it had be better if you took your hat off , PRON VERB PRON AUX VERB ADJ SCONJ PRON VERB PRON NOUN ADP
it is called a level , PRON AUX VERB DET NOUN
that is just the way it was made , DET AUX ADV DET NOUN PRON AUX VERB
I see it , PRON VERB PRON
Paul tries to put the key in the keyhole , PROPN VERB PART VERB DET NOUN ADP DET NOUN
for being sure that things are straight , ADP VERB ADJ SCONJ NOUN AUX ADJ
over on this side , ADV ADP DET NOUN
there that looks nice , ADV DET VERB ADJ
I see two , PRON VERB NUM
Paul stop that , PROPN VERB DET
I do not have_to take any cooking equipment , PRON AUX PART PROPN VERB DET NOUN NOUN
I think that is the number six , PRON VERB DET AUX DET NOUN NUM
we can not hear ourselves think , PRON AUX PART VERB PRON VERB
you might hurt his head , PRON AUX VERB PRON NOUN
sounded like he said yeah , VERB ADP PRON VERB INTJ
you have_to do something to it first , PRON NOUN VERB PRON ADP PRON ADV
here here is something for you , ADV ADV AUX PRON ADP PRON
it is a drill , PRON AUX DET NOUN
I do not think so , PRON AUX PART VERB ADV
you can make holes with it , PRON AUX VERB NOUN ADP PRON
I had like some sunglasses on , PRON VERB INTJ DET NOUN ADP
that was very good , DET AUX ADV ADJ
I have not seen you for a long while , PRON AUX PART VERB PRON ADP DET ADJ NOUN
careful do not break that , ADJ AUX PART VERB DET
they took a bus to the hardware store , PRON VERB DET NOUN ADP DET NOUN NOUN
this sun is too bright , DET NOUN AUX ADV ADJ
I think perhaps you will have_to put it together in some way , PRON VERB ADV PRON AUX PROPN VERB PRON ADV ADP DET NOUN
this is two , DET AUX NUM
there it is , ADV PRON AUX
let me see , VERB PRON VERB
I think I might have something , PRON VERB PRON AUX VERB PRON
I just did not think you had like to have a kitty , PRON ADV AUX PART VERB PRON VERB INTJ PART VERB DET NOUN
do not do that , AUX PART VERB DET
a milk truck , DET NOUN NOUN
you might not like it , PRON AUX PART VERB PRON
that is better , DET AUX ADJ
you may break him , PRON AUX VERB PRON
those are cherries Adam , DET AUX NOUN PROPN
you look funny , PRON VERB ADJ
he does not move , PRON AUX PART VERB
that is better , DET AUX ADJ
gonna play with it , VERB PART VERB ADP PRON
let us think a little while , VERB PRON VERB DET ADJ NOUN
you have_to keep your nose up in the air , PRON PROPN VERB PRON NOUN ADP ADP DET NOUN
Adam you know better than to throw , PROPN PRON VERB ADJ SCONJ PART VERB
you will have_to take that and punch that out , PRON AUX PROPN VERB DET CCONJ VERB DET ADP
that is not a saw Adam , DET AUX PART DET NOUN PROPN
wait till it stops , VERB SCONJ PRON VERB
you are having a hard time , PRON AUX VERB DET ADJ NOUN
those two are just alike , DET NUM AUX ADV ADV
those are germs from dirty faces , DET AUX NOUN ADP ADJ NOUN
a lamb had a broken leg at the children zoo , DET NOUN VERB DET ADJ NOUN ADP DET NOUN VERB
put your finger there , VERB PRON NOUN ADV
they wo not fall out , PRON AUX PART VERB ADP
and here we have the germs from dirty xxx , CCONJ ADV PRON VERB DET NOUN ADP ADJ NOUN
that is a drill , DET AUX DET NOUN
you like to shave , PRON VERB PART VERB
because the door is not wide enough , SCONJ DET NOUN AUX PART ADJ ADV
I think so , PRON VERB ADV
do not put it in your mouth , AUX PART VERB PRON ADP PRON NOUN
I do not know , PRON AUX PART VERB
in a few minutes , ADP DET ADJ NOUN
he just had it , PRON ADV VERB PRON
somebody unhappy outside , PRON ADJ ADV
you look like you are about to lose your pants , PRON VERB ADP PRON VERB ADJ PART VERB PRON NOUN
she might have that for Robin , PRON AUX VERB DET ADP PROPN
the toy that rolls , DET NOUN DET VERB
Paul come away from there , PROPN VERB ADV ADP ADV
that is going to be Adam , DET AUX VERB PART VERB PROPN
that is better , DET AUX ADJ
down there near your belt , ADV ADV SCONJ PRON NOUN
you do not give your beard time to grow , PRON AUX PART VERB PRON NOUN NOUN PART VERB
do not put your fingers down there because it is very sharp , AUX PART VERB PRON NOUN ADV ADV SCONJ PRON VERB ADV ADJ
you will be a duck with a hand , PRON AUX VERB DET NOUN ADP DET NOUN
that is from Pinocchio , DET AUX ADP PROPN
let us see Adam , VERB PRON VERB PROPN
that is one , DET AUX NUM
it looks like those legs might belong to a little girl , PRON VERB ADP DET NOUN AUX VERB ADP DET ADJ NOUN
Paul come here , PROPN VERB ADV
it says fold on dotted line , PRON VERB VERB ADV ADJ NOUN
he can play with a few , PRON AUX VERB ADP DET ADJ
p as in Paul , X ADP ADP PROPN
let us see , VERB PRON VERB
a toy car , DET NOUN NOUN
you need just one more , PRON VERB ADV NUM ADJ
I am not a little boy , PRON AUX PART DET ADJ NOUN
put it down , VERB PRON ADP
to eat the bird , PART VERB DET NOUN
I do not remember that , PRON AUX PART VERB SCONJ
a d a m , DET NOUN DET NOUN
move your fingers I can not see , VERB PRON NOUN PRON AUX PART VERB
Paul stay away away away from there , PROPN VERB ADV ADV ADV ADP ADV
you have finished shaving , PRON AUX VERB NOUN
these are lines here , DET AUX NOUN ADV
you mean a fish net , PRON VERB DET NOUN NOUN
you play with something else a minute while I get Paul up , PRON VERB ADP PRON ADV DET NOUN SCONJ PRON VERB PROPN ADP
I do not know , PRON AUX PART VERB
see that is not a straight line , VERB DET AUX PART DET ADJ NOUN
he is got your germs Adam , PRON AUX VERB PRON NOUN PROPN
I am busy and you are busy , PRON AUX ADJ CCONJ PRON VERB ADJ
this is the start a , DET AUX DET NOUN DET
the elephant will stand up too , DET NOUN AUX VERB ADP ADV
I think Paul had this Adam , PRON VERB PROPN VERB DET PROPN
he is got your germ list , PRON AUX VERB PRON NOUN NOUN
Jack and the Beanstalk , PROPN CCONJ DET PROPN
I think you might need some help with that , PRON VERB PRON AUX VERB DET NOUN ADP DET
that is going to pop , DET AUX VERB PART VERB
I do not know about the lion , PRON AUX PART VERB ADP DET NOUN
makes a hole for a screw , VERB DET NOUN ADP DET NOUN
you come back here , PRON VERB ADV ADV
we just had an a , PRON ADV VERB DET DET
I think you have had everything in the bag now , PRON VERB PRON AUX VERB PRON ADP DET NOUN ADV
ladies do not have_to shave , NOUN AUX PART PROPN VERB
he just wants to know about germs too , PRON ADV VERB PART VERB ADP NOUN ADV
I have one thank_you , PRON VERB NUM NOUN
that is a grand hat , DET AUX DET ADJ NOUN
it is a file , PRON AUX DET NOUN
you have_to match these numbers , PRON PROPN VERB DET NOUN
the creature from the beanstalk , DET NOUN ADP DET NOUN
that is a very nice hat , DET AUX DET ADV ADJ NOUN
I do not think I need anything else from the store today , PRON AUX PART VERB PRON VERB PRON ADV ADP DET NOUN NOUN
that is three and that is three , DET AUX NUM CCONJ DET VERB NUM
I will go upstairs later , PRON AUX VERB ADV ADV
David does not shave yet , PROPN AUX PART VERB ADV
this is h , DET AUX X
save one for her , VERB NUM ADP PRON
I will be back in a minute Paul , PRON AUX VERB ADV ADP DET NOUN PROPN
poor little cow , ADJ ADJ NOUN
maybe he wants to be a doctor , ADV PRON VERB PART VERB DET NOUN
good for you Adam , ADJ ADP PRON PROPN
do the bird , VERB DET NOUN
I do not think you want to serve me , PRON AUX PART VERB PRON VERB PART VERB PRON
I do not feel anything there , PRON AUX PART VERB PRON ADV
look through the light , VERB ADP DET NOUN
Hercules begins with an h , PROPN VERB ADP DET NOUN
your name begins with a a , PRON NOUN VERB ADP DET DET
cluck cluck cluck cluck , NOUN NOUN NOUN NOUN
it is something to do , PRON AUX PRON PART VERB
let me see , VERB PRON VERB
Paul name begins with a p , PROPN NOUN VERB ADP DET NOUN
I guess I needed it to sew something , PRON VERB PRON VERB PRON PART VERB PRON
one one half quart , NUM NUM NOUN ADJ
Adam put it on the other way I think , PROPN VERB PRON ADP DET ADJ NOUN PRON VERB
you can make the bird fly , PRON AUX VERB DET NOUN VERB
macaroni and beans , NOUN CCONJ NOUN
a d a m , DET NOUN DET NOUN
he can flap his wings , PRON AUX VERB PRON NOUN
